Date,Year,Month,Barangay,Barangay_cases
2023-06-01,2023,6,LOPEZ JAENA,1
2023-06-01,2023,6,LUCNAB,1
2023-06-01,2023,6,"MAGSAYSAY, UPPER",1
2023-06-01,2023,6,MIDDLE QUEZON HILL SUBDIVISION(QUEZON HILL MIDDLE),1
2023-06-01,2023,6,OUTLOOK DRIVE,1
2023-06-01,2023,6,PACDAL,1
2023-06-01,2023,6,PHIL-AM,1
2023-06-01,2023,6,PINSAO PILOT PROJECT,1
2023-06-01,2023,6,"QUEZON HILL, UPPER",1
2023-06-01,2023,6,"QUIRINO HILL, MIDDLE",1
2023-06-01,2023,6,"QUIRINO-MAGSAYSAY, UPPER (UPPER QM)",1
2023-06-01,2023,6,"ROCK QUARRY, UPPER",1
2023-06-01,2023,6,SAN ROQUE VILLAGE,1
2023-06-01,2023,6,SANTO TOMAS PROPER,1
2023-06-01,2023,6,SANTO TOMAS SCHOOL AREA,1
2023-06-01,2023,6,SCOUT BARRIO,1
2023-06-01,2023,6,TEODORA ALONZO,1
2023-07-01,2023,7,IRISAN,8
2023-07-01,2023,7,CAMP 7,7
2023-07-01,2023,7,SAN VICENTE,7
2023-07-01,2023,7,BAKAKENG CENTRAL,6
2023-07-01,2023,7,GIBRALTAR,6
2023-07-01,2023,7,CAMPO FILIPINO,5
2023-07-01,2023,7,SANTO TOMAS PROPER,5
2023-07-01,2023,7,TRANCOVILLE,5
2023-07-01,2023,7,ASIN ROAD,4
2023-07-01,2023,7,BAKAKENG NORTH,4
2023-07-01,2023,7,CRESENCIA VILLAGE,4
2023-07-01,2023,7,LOAKAN PROPER,4
2023-07-01,2023,7,PINSAO PROPER,4
2023-07-01,2023,7,AURORA HILL PROPER (MALVAR-SGT. FLORESCA),2
2023-07-01,2023,7,BROOKSPOINT,2
2023-07-01,2023,7,CAMDAS SUBDIVISION,2
2023-07-01,2023,7,CAMP 8,2
2023-07-01,2023,7,CITY CAMP CENTRAL,2
2023-07-01,2023,7,DONTOGAN,2
2023-07-01,2023,7,GUISAD CENTRAL,2
2023-07-01,2023,7,GUISAD SORONG,2
2023-07-01,2023,7,LOURDES SUBDIVISION EXTENSION,2
2023-07-01,2023,7,PACDAL,2
2023-07-01,2023,7,PINGET,2
2023-07-01,2023,7,"QUIRINO HILL, EAST",2
2023-07-01,2023,7,"QUIRINO HILL, MIDDLE",2
2023-07-01,2023,7,SAN ROQUE VILLAGE,2
2023-07-01,2023,7,ANDRES BONIFACIO (LOWER BOKAWKAN),1
2023-07-01,2023,7,ATOK TRAIL,1
2023-07-01,2023,7,BGH COMPOUND,1
2023-07-01,2023,7,CAMP ALLEN,1
2023-07-01,2023,7,CITY CAMP PROPER,1
2023-07-01,2023,7,"DAGSIAN, LOWER",1
2023-07-01,2023,7,DOMINICAN HILL-MIRADOR,1
2023-07-01,2023,7,ENGINEERS' HILL,1
2023-07-01,2023,7,GREENWATER VILLAGE,1
2023-07-01,2023,7,HAPPY HOLLOW,1
2023-07-01,2023,7,HONEYMOON (HONEYMOON-HOLY GHOST),1
2023-07-01,2023,7,KAGITINGAN,1
2023-07-01,2023,7,LIWANAG-LOAKAN,1
2023-07-01,2023,7,LOPEZ JAENA,1
2023-07-01,2023,7,"LOURDES SUBDIVISION, PROPER",1
2023-07-01,2023,7,MANUEL A. ROXAS,1
2023-07-01,2023,7,MIDDLE QUEZON HILL SUBDIVISION(QUEZON HILL MIDDLE),1
2023-07-01,2023,7,"MODERN SITE, WEST",1
2023-07-01,2023,7,NEW LUCBAN,1
2023-07-01,2023,7,OUTLOOK DRIVE,1
2023-07-01,2023,7,PADRE BURGOS,1
2023-07-01,2023,7,PADRE ZAMORA,1
2023-07-01,2023,7,PUCSUSAN,1
2023-07-01,2023,7,QUEZON HILL PROPER,1
2023-07-01,2023,7,"QUIRINO HILL, WEST",1
2023-07-01,2023,7,"QUIRINO-MAGSAYSAY, UPPER (UPPER QM)",1
2023-07-01,2023,7,SAN LUIS VILLAGE,1
2023-07-01,2023,7,"SANITARY CAMP, NORTH",1
2023-08-01,2023,8,IRISAN,14
2023-08-01,2023,8,CAMP 7,12
2023-08-01,2023,8,PACDAL,10
2023-08-01,2023,8,SAN VICENTE,10
2023-08-01,2023,8,ASIN ROAD,7
2023-08-01,2023,8,CRESENCIA VILLAGE,7
2023-08-01,2023,8,LOAKAN PROPER,7
2023-08-01,2023,8,BAKAKENG CENTRAL,6
2023-08-01,2023,8,BAKAKENG NORTH,6
2023-08-01,2023,8,SAN LUIS VILLAGE,6
2023-08-01,2023,8,APUGAN-LOAKAN,5
2023-08-01,2023,8,PINSAO PROPER,5
2023-08-01,2023,8,CABINET HILL-TEACHER'S CAMP,4
2023-08-01,2023,8,FAIRVIEW VILLAGE,4
2023-08-01,2023,8,FORT DEL PILAR,4
2023-08-01,2023,8,ENGINEERS' HILL,3
2023-08-01,2023,8,GIBRALTAR,3
2023-08-01,2023,8,QUEZON HILL PROPER,3
2023-08-01,2023,8,"QUIRINO HILL, MIDDLE",3
2023-08-01,2023,8,SANTO TOMAS PROPER,3
2023-08-01,2023,8,ATOK TRAIL,2
2023-08-01,2023,8,BGH COMPOUND,2
2023-08-01,2023,8,CAMDAS SUBDIVISION,2
2023-08-01,2023,8,CAMPO FILIPINO,2
2023-08-01,2023,8,DOMINICAN HILL-MIRADOR,2
2023-08-01,2023,8,DONTOGAN,2
2023-08-01,2023,8,FERDINAND (HAPPY HOMES-CAMPO SIOCO),2
2023-08-01,2023,8,GABRIELA SILANG,2
2023-08-01,2023,8,KIAS,2
2023-08-01,2023,8,LIWANAG-LOAKAN,2
2023-08-01,2023,8,LOURDES SUBDIVISION EXTENSION,2
2023-08-01,2023,8,"ROCK QUARRY, UPPER",2
2023-08-01,2023,8,"SANITARY CAMP, SOUTH",2
2023-08-01,2023,8,A. BONIFACIO-CAGUIOA-RIMANDO (ABCR),1
2023-08-01,2023,8,AMBIONG,1
2023-08-01,2023,8,"AURORA HILL, NORTH CENTRAL",1
2023-08-01,2023,8,BALSIGAN,1
2023-08-01,2023,8,BAYAN PARK WEST (BAYAN PARK),1
2023-08-01,2023,8,BROOKSIDE,1
2023-08-01,2023,8,GREENWATER VILLAGE,1
2023-08-01,2023,8,HAPPY HOLLOW,1
2023-08-01,2023,8,HOLY GHOST PROPER,1
2023-08-01,2023,8,HONEYMOON (HONEYMOON-HOLY GHOST),1
2023-08-01,2023,8,IMELDA VILLAGE,1
2023-08-01,2023,8,KABAYANIHAN,1
2023-08-01,2023,8,LUCNAB,1
2023-08-01,2023,8,MANUEL A. ROXAS,1
2023-08-01,2023,8,MILITARY CUT-OFF,1
2023-08-01,2023,8,OUTLOOK DRIVE,1
2023-08-01,2023,8,PADRE BURGOS,1
2023-08-01,2023,8,PINGET,1
2023-08-01,2023,8,"QUEZON HILL, UPPER",1
2023-08-01,2023,8,"QUIRINO HILL, EAST",1
2023-08-01,2023,8,"QUIRINO HILL, LOWER",1
2023-08-01,2023,8,"QUIRINO HILL, WEST",1
2023-08-01,2023,8,"QUIRINO-MAGSAYSAY, UPPER (UPPER QM)",1
2023-08-01,2023,8,"ROCK QUARRY, MIDDLE",1
2023-08-01,2023,8,SAN ANTONIO VILLAGE,1
2023-08-01,2023,8,SLU-SVP HOUSING VILLAGE,1
2023-08-01,2023,8,TRANCOVILLE,1
2023-08-01,2023,8,VICTORIA VILLAGE,1
2023-09-01,2023,9,IRISAN,20
2023-09-01,2023,9,ASIN ROAD,10
2023-09-01,2023,9,BAKAKENG CENTRAL,8
2023-09-01,2023,9,PACDAL,8
2023-09-01,2023,9,SAN LUIS VILLAGE,7
2023-09-01,2023,9,BAKAKENG NORTH,6
2023-09-01,2023,9,CAMP 7,6
2023-09-01,2023,9,GIBRALTAR,6
2023-09-01,2023,9,CABINET HILL-TEACHER'S CAMP,5
2023-09-01,2023,9,PINGET,5
2023-09-01,2023,9,SANTO TOMAS PROPER,5
2023-09-01,2023,9,AURORA HILL PROPER (MALVAR-SGT. FLORESCA),4
2023-09-01,2023,9,BALSIGAN,4
2023-09-01,2023,9,BGH COMPOUND,4
2023-09-01,2023,9,CRESENCIA VILLAGE,4
2023-09-01,2023,9,FAIRVIEW VILLAGE,4
2023-09-01,2023,9,FERDINAND (HAPPY HOMES-CAMPO SIOCO),4
2023-09-01,2023,9,FORT DEL PILAR,4
2023-09-01,2023,9,GUISAD CENTRAL,4
2023-09-01,2023,9,PINSAO PILOT PROJECT,4
2023-09-01,2023,9,ATOK TRAIL,3
2023-09-01,2023,9,DONTOGAN,3
2023-09-01,2023,9,HONEYMOON (HONEYMOON-HOLY GHOST),3
2023-09-01,2023,9,KIAS,3
2023-09-01,2023,9,NEW LUCBAN,3
2023-09-01,2023,9,"QUIRINO HILL, EAST",3
2023-09-01,2023,9,SAN VICENTE,3
2023-09-01,2023,9,AMBIONG,2
2023-09-01,2023,9,BAYAN PARK WEST (BAYAN PARK),2
2023-09-01,2023,9,CAMP 8,2
2023-09-01,2023,9,COUNTRY CLUB VILLAGE,2
2023-09-01,2023,9,ENGINEERS' HILL,2
2023-09-01,2023,9,GABRIELA SILANG,2
2023-09-01,2023,9,HAPPY HOMES (HAPPY HOMES-LUCBAN),2
2023-09-01,2023,9,LIWANAG-LOAKAN,2
2023-09-01,2023,9,LOAKAN PROPER,2
2023-09-01,2023,9,MIDDLE QUEZON HILL SUBDIVISION(QUEZON HILL MIDDLE),2
2023-09-01,2023,9,MILITARY CUT-OFF,2
2023-09-01,2023,9,MINES VIEW PARK,2
2023-09-01,2023,9,PADRE BURGOS,2
2023-09-01,2023,9,"SANITARY CAMP, NORTH",2
2023-09-01,2023,9,TRANCOVILLE,2
2023-09-01,2023,9,"AURORA HILL, NORTH CENTRAL",1
2023-09-01,2023,9,"AURORA HILL, SOUTH CENTRAL",1
2023-09-01,2023,9,BROOKSIDE,1
2023-09-01,2023,9,CAMDAS SUBDIVISION,1
2023-09-01,2023,9,CAMP ALLEN,1
2023-09-01,2023,9,CITY CAMP CENTRAL,1
2023-09-01,2023,9,CITY CAMP PROPER,1
2023-09-01,2023,9,"DAGSIAN, UPPER",1
2023-09-01,2023,9,GREENWATER VILLAGE,1
2023-09-01,2023,9,IMELDA R. MARCOS (LA SALLE),1
2023-09-01,2023,9,LEGARDA-BURNHAM-KISAD,1
2023-09-01,2023,9,LOURDES SUBDIVISION EXTENSION,1
2023-09-01,2023,9,"LOURDES SUBDIVISION, PROPER",1
2023-09-01,2023,9,LUALHATI,1
2023-09-01,2023,9,MAGSAYSAY PRIVATE ROAD,1
2023-09-01,2023,9,MRR-QUEEN OF PEACE,1
2023-09-01,2023,9,OUTSIDE BAGUIO,1
2023-09-01,2023,9,PADRE ZAMORA,1
2023-09-01,2023,9,"QUIRINO-MAGSAYSAY, UPPER (UPPER QM)",1
2023-09-01,2023,9,SALUD MITRA,1
2023-09-01,2023,9,"SANITARY CAMP, SOUTH",1
2023-09-01,2023,9,SANTO ROSARIO,1
2023-09-01,2023,9,SLU-SVP HOUSING VILLAGE,1
2023-09-01,2023,9,VICTORIA VILLAGE,1
2023-10-01,2023,10,IRISAN,17
2023-10-01,2023,10,BAKAKENG CENTRAL,8
2023-10-01,2023,10,BAKAKENG NORTH,7
2023-10-01,2023,10,CAMP 7,7
2023-10-01,2023,10,ASIN ROAD,6
2023-10-01,2023,10,SAN VICENTE,6
2023-10-01,2023,10,CRESENCIA VILLAGE,5
2023-10-01,2023,10,"ROCK QUARRY, UPPER",5
2023-10-01,2023,10,SANTO TOMAS PROPER,5
2023-10-01,2023,10,KIAS,4
2023-10-01,2023,10,PINSAO PROPER,4
2023-10-01,2023,10,ATOK TRAIL,3
2023-10-01,2023,10,"GENERAL EMILIO F. AGUINALDO (QUIRINO-MAGSAYSAY, LOWER)",3
2023-10-01,2023,10,GUISAD CENTRAL,3
2023-10-01,2023,10,LOAKAN PROPER,3
2023-10-01,2023,10,"MODERN SITE, EAST",3
2023-10-01,2023,10,PADRE BURGOS,3
2023-10-01,2023,10,PINSAO PILOT PROJECT,3
2023-10-01,2023,10,"ROCK QUARRY, MIDDLE",3
2023-10-01,2023,10,A. BONIFACIO-CAGUIOA-RIMANDO (ABCR),2
2023-10-01,2023,10,ALFONSO TABORA,2
2023-10-01,2023,10,BAYAN PARK WEST (BAYAN PARK),2
2023-10-01,2023,10,ENGINEERS' HILL,2
2023-10-01,2023,10,FORT DEL PILAR,2
2023-10-01,2023,10,GIBRALTAR,2
2023-10-01,2023,10,HILLSIDE,2
2023-10-01,2023,10,HOLY GHOST EXTENSION,2
2023-10-01,2023,10,KAYANG-HILLTOP,2
2023-10-01,2023,10,MIDDLE QUEZON HILL SUBDIVISION(QUEZON HILL MIDDLE),2
2023-10-01,2023,10,"QUIRINO HILL, EAST",2
2023-10-01,2023,10,"QUIRINO HILL, MIDDLE",2
2023-10-01,2023,10,ABANAO-ZANDUETA-KAYONG-CHUGUM-OTEK,1
2023-10-01,2023,10,AMBIONG,1
2023-10-01,2023,10,APUGAN-LOAKAN,1
2023-10-01,2023,10,CABINET HILL-TEACHER'S CAMP,1
2023-10-01,2023,10,CAMDAS SUBDIVISION,1
2023-10-01,2023,10,CAMP 8,1
2023-10-01,2023,10,CAMPO FILIPINO,1
2023-10-01,2023,10,"DAGSIAN, UPPER",1
2023-10-01,2023,10,DOMINICAN HILL-MIRADOR,1
2023-10-01,2023,10,DONTOGAN,1
2023-10-01,2023,10,FAIRVIEW VILLAGE,1
2023-10-01,2023,10,FERDINAND (HAPPY HOMES-CAMPO SIOCO),1
2023-10-01,2023,10,GREENWATER VILLAGE,1
2023-10-01,2023,10,GUISAD SORONG,1
2023-10-01,2023,10,HAPPY HOLLOW,1
2023-10-01,2023,10,IMELDA VILLAGE,1
2023-10-01,2023,10,LIWANAG-LOAKAN,1
2023-10-01,2023,10,LUCNAB,1
2023-10-01,2023,10,MAGSAYSAY PRIVATE ROAD,1
2023-10-01,2023,10,NEW LUCBAN,1
2023-10-01,2023,10,PADRE ZAMORA,1
2023-10-01,2023,10,PINGET,1
2023-10-01,2023,10,POLIWES,1
2023-10-01,2023,10,QUEZON HILL PROPER,1
2023-10-01,2023,10,"QUIRINO HILL, LOWER",1
2023-10-01,2023,10,"QUIRINO-MAGSAYSAY, UPPER (UPPER QM)",1
2023-10-01,2023,10,SAINT JOSEPH VILLAGE,1
2023-10-01,2023,10,SALUD MITRA,1
2023-10-01,2023,10,SANTO ROSARIO,1
2023-10-01,2023,10,SESSION ROAD AREA,1
2023-10-01,2023,10,SLAUGHTER HOUSE AREA (SANTO NIÑO SLAUGHTER),1
2023-11-01,2023,11,CAMP 7,10
2023-11-01,2023,11,IRISAN,9
2023-11-01,2023,11,BAKAKENG CENTRAL,7
2023-11-01,2023,11,CRESENCIA VILLAGE,5
2023-11-01,2023,11,GIBRALTAR,4
2023-11-01,2023,11,"QUIRINO HILL, EAST",4
2023-11-01,2023,11,SANTO TOMAS PROPER,4
2023-11-01,2023,11,ANDRES BONIFACIO (LOWER BOKAWKAN),3
2023-11-01,2023,11,BAYAN PARK WEST (BAYAN PARK),3
2023-11-01,2023,11,"MAGSAYSAY, LOWER",3
2023-11-01,2023,11,MILITARY CUT-OFF,3
2023-11-01,2023,11,PINSAO PROPER,3
2023-11-01,2023,11,SAN LUIS VILLAGE,3
2023-11-01,2023,11,AMBIONG,2
2023-11-01,2023,11,ASIN ROAD,2
2023-11-01,2023,11,ATOK TRAIL,2
2023-11-01,2023,11,BAKAKENG NORTH,2
2023-11-01,2023,11,CABINET HILL-TEACHER'S CAMP,2
2023-11-01,2023,11,CAMP 8,2
2023-11-01,2023,11,CITY CAMP PROPER,2
2023-11-01,2023,11,DOMINICAN HILL-MIRADOR,2
2023-11-01,2023,11,DONTOGAN,2
2023-11-01,2023,11,ENGINEERS' HILL,2
2023-11-01,2023,11,FAIRVIEW VILLAGE,2
2023-11-01,2023,11,GUISAD CENTRAL,2
2023-11-01,2023,11,HONEYMOON (HONEYMOON-HOLY GHOST),2
2023-11-01,2023,11,PACDAL,2
2023-11-01,2023,11,PHIL-AM,2
2023-11-01,2023,11,"QUEZON HILL, UPPER",2
2023-11-01,2023,11,"QUIRINO-MAGSAYSAY, UPPER (UPPER QM)",2
2023-11-01,2023,11,"ROCK QUARRY, MIDDLE",2
2023-11-01,2023,11,SAINT JOSEPH VILLAGE,2
2023-11-01,2023,11,TEODORA ALONZO,2
2023-11-01,2023,11,ALFONSO TABORA,1
2023-11-01,2023,11,APUGAN-LOAKAN,1
2023-11-01,2023,11,AURORA HILL PROPER (MALVAR-SGT. FLORESCA),1
2023-11-01,2023,11,"AURORA HILL, NORTH CENTRAL",1
2023-11-01,2023,11,BGH COMPOUND,1
2023-11-01,2023,11,CAMDAS SUBDIVISION,1
2023-11-01,2023,11,CAMP ALLEN,1
2023-11-01,2023,11,CITY CAMP CENTRAL,1
2023-11-01,2023,11,FERDINAND (HAPPY HOMES-CAMPO SIOCO),1
2023-11-01,2023,11,"GENERAL EMILIO F. AGUINALDO (QUIRINO-MAGSAYSAY, LOWER)",1
2023-11-01,2023,11,"GENERAL LUNA, UPPER",1
2023-11-01,2023,11,HAPPY HOMES (HAPPY HOMES-LUCBAN),1
2023-11-01,2023,11,LOAKAN PROPER,1
2023-11-01,2023,11,LOURDES SUBDIVISION EXTENSION,1
2023-11-01,2023,11,MIDDLE QUEZON HILL SUBDIVISION(QUEZON HILL MIDDLE),1
2023-11-01,2023,11,NEW LUCBAN,1
2023-11-01,2023,11,PADRE BURGOS,1
2023-11-01,2023,11,PADRE ZAMORA,1
2023-11-01,2023,11,PINSAO PILOT PROJECT,1
2023-11-01,2023,11,"ROCK QUARRY, LOWER",1
2023-11-01,2023,11,"ROCK QUARRY, UPPER",1
2023-11-01,2023,11,SALUD MITRA,1
2023-11-01,2023,11,SAN ANTONIO VILLAGE,1
2023-11-01,2023,11,SAN ROQUE VILLAGE,1
2023-11-01,2023,11,SAN VICENTE,1
2023-11-01,2023,11,SCOUT BARRIO,1
2023-11-01,2023,11,SLAUGHTER HOUSE AREA (SANTO NIÑO SLAUGHTER),1
2023-11-01,2023,11,SLU-SVP HOUSING VILLAGE,1
2023-12-01,2023,12,IRISAN,9
2023-12-01,2023,12,ASIN ROAD,5
2023-12-01,2023,12,CAMP 7,5
2023-12-01,2023,12,"QUIRINO HILL, EAST",5
2023-12-01,2023,12,CAMPO FILIPINO,4
2023-12-01,2023,12,PINSAO PROPER,4
2023-12-01,2023,12,"QUEZON HILL, UPPER",4
2023-12-01,2023,12,BAKAKENG CENTRAL,3
2023-12-01,2023,12,CABINET HILL-TEACHER'S CAMP,3
2023-12-01,2023,12,SANTO TOMAS PROPER,3
2023-12-01,2023,12,ANDRES BONIFACIO (LOWER BOKAWKAN),2
2023-12-01,2023,12,BALSIGAN,2
2023-12-01,2023,12,CAMDAS SUBDIVISION,2
2023-12-01,2023,12,DOMINICAN HILL-MIRADOR,2
2023-12-01,2023,12,DONTOGAN,2
2023-12-01,2023,12,FAIRVIEW VILLAGE,2
2023-12-01,2023,12,GIBRALTAR,2
2023-12-01,2023,12,LOAKAN PROPER,2
2023-12-01,2023,12,"QUIRINO HILL, MIDDLE",2
2023-12-01,2023,12,SAINT JOSEPH VILLAGE,2
2023-12-01,2023,12,SAN LUIS VILLAGE,2
2023-12-01,2023,12,A. BONIFACIO-CAGUIOA-RIMANDO (ABCR),1
2023-12-01,2023,12,AZKCO,1
2023-12-01,2023,12,BROOKSIDE,1
2023-12-01,2023,12,BROOKSPOINT,1
2023-12-01,2023,12,CITY CAMP PROPER,1
2023-12-01,2023,12,ENGINEERS' HILL,1
2023-12-01,2023,12,FERDINAND (HAPPY HOMES-CAMPO SIOCO),1
2023-12-01,2023,12,GUISAD CENTRAL,1
2023-12-01,2023,12,GUISAD SORONG,1
2023-12-01,2023,12,HAPPY HOLLOW,1
2023-12-01,2023,12,HOLY GHOST EXTENSION,1
2023-12-01,2023,12,IMELDA R. MARCOS (LA SALLE),1
2023-12-01,2023,12,KIAS,1
2023-12-01,2023,12,LUCNAB,1
2023-12-01,2023,12,PACDAL,1
2023-12-01,2023,12,PALMA-URBANO (CARIÑO-PALMA),1
2023-12-01,2023,12,PINSAO PILOT PROJECT,1
2023-12-01,2023,12,QUEZON HILL PROPER,1
2023-12-01,2023,12,"QUIRINO-MAGSAYSAY, UPPER (UPPER QM)",1
2023-12-01,2023,12,"ROCK QUARRY, MIDDLE",1
2023-12-01,2023,12,SAN VICENTE,1
2023-12-01,2023,12,"SANITARY CAMP, SOUTH",1
2023-12-01,2023,12,SANTO ROSARIO,1
2023-12-01,2023,12,TEODORA ALONZO,1
2024-01-01,2024,1,BAKAKENG CENTRAL,8
2024-01-01,2024,1,IRISAN,6
2024-01-01,2024,1,SANTO TOMAS PROPER,5
2024-01-01,2024,1,ASIN ROAD,4
2024-01-01,2024,1,BAKAKENG NORTH,3
2024-01-01,2024,1,BGH COMPOUND,3
2024-01-01,2024,1,CAMP 7,3
2024-01-01,2024,1,GIBRALTAR,3
2024-01-01,2024,1,LOAKAN PROPER,3
2024-01-01,2024,1,NEW LUCBAN,3
2024-01-01,2024,1,PINSAO PROPER,3
2024-01-01,2024,1,CAMPO FILIPINO,2
2024-01-01,2024,1,FAIRVIEW VILLAGE,2
2024-01-01,2024,1,FERDINAND (HAPPY HOMES-CAMPO SIOCO),2
2024-01-01,2024,1,"GENERAL EMILIO F. AGUINALDO (QUIRINO-MAGSAYSAY, LOWER)",2
2024-01-01,2024,1,KIAS,2
2024-01-01,2024,1,PINGET,2
2024-01-01,2024,1,"QUIRINO HILL, EAST",2
2024-01-01,2024,1,SAN VICENTE,2
2024-01-01,2024,1,TEODORA ALONZO,2
2024-01-01,2024,1,TRANCOVILLE,2
2024-01-01,2024,1,ANDRES BONIFACIO (LOWER BOKAWKAN),1
2024-01-01,2024,1,APUGAN-LOAKAN,1
2024-01-01,2024,1,"AURORA HILL, NORTH CENTRAL",1
2024-01-01,2024,1,BALSIGAN,1
2024-01-01,2024,1,CAMDAS SUBDIVISION,1
2024-01-01,2024,1,CAMP 8,1
2024-01-01,2024,1,CRESENCIA VILLAGE,1
2024-01-01,2024,1,DOMINICAN HILL-MIRADOR,1
2024-01-01,2024,1,ENGINEERS' HILL,1
2024-01-01,2024,1,HAPPY HOMES (HAPPY HOMES-LUCBAN),1
2024-01-01,2024,1,HOLY GHOST PROPER,1
2024-01-01,2024,1,LOURDES SUBDIVISION EXTENSION,1
2024-01-01,2024,1,"MARKET SUBDIVISION, UPPER",1
2024-01-01,2024,1,MILITARY CUT-OFF,1
2024-01-01,2024,1,PACDAL,1
2024-01-01,2024,1,PADRE BURGOS,1
2024-01-01,2024,1,PADRE ZAMORA,1
2024-01-01,2024,1,PINSAO PILOT PROJECT,1
2024-01-01,2024,1,SAINT JOSEPH VILLAGE,1
2024-01-01,2024,1,SALUD MITRA,1
2024-01-01,2024,1,"SANITARY CAMP, SOUTH",1
2024-01-01,2024,1,SCOUT BARRIO,1
2024-02-01,2024,2,BAKAKENG CENTRAL,7
2024-02-01,2024,2,SAN LUIS VILLAGE,7
2024-02-01,2024,2,IRISAN,6
2024-02-01,2024,2,NEW LUCBAN,6
2024-02-01,2024,2,ASIN ROAD,3
2024-02-01,2024,2,PINSAO PILOT PROJECT,3
2024-02-01,2024,2,"AURORA HILL, NORTH CENTRAL",2
2024-02-01,2024,2,BAKAKENG NORTH,2
2024-02-01,2024,2,CAMP 7,2
2024-02-01,2024,2,GABRIELA SILANG,2
2024-02-01,2024,2,GIBRALTAR,2
2024-02-01,2024,2,HOLY GHOST PROPER,2
2024-02-01,2024,2,KIAS,2
2024-02-01,2024,2,MILITARY CUT-OFF,2
2024-02-01,2024,2,PACDAL,2
2024-02-01,2024,2,PINSAO PROPER,2
2024-02-01,2024,2,"QUIRINO HILL, MIDDLE",2
2024-02-01,2024,2,SANTO TOMAS PROPER,2
2024-02-01,2024,2,SLAUGHTER HOUSE AREA (SANTO NIÑO SLAUGHTER),2
2024-02-01,2024,2,TEODORA ALONZO,2
2024-02-01,2024,2,ANDRES BONIFACIO (LOWER BOKAWKAN),1
2024-02-01,2024,2,"AURORA HILL, SOUTH CENTRAL",1
2024-02-01,2024,2,BALSIGAN,1
2024-02-01,2024,2,BGH COMPOUND,1
2024-02-01,2024,2,CABINET HILL-TEACHER'S CAMP,1
2024-02-01,2024,2,CAMP ALLEN,1
2024-02-01,2024,2,CITY CAMP PROPER,1
2024-02-01,2024,2,DOMINICAN HILL-MIRADOR,1
2024-02-01,2024,2,"GENERAL LUNA, LOWER",1
2024-02-01,2024,2,HONEYMOON (HONEYMOON-HOLY GHOST),1
2024-02-01,2024,2,LOAKAN PROPER,1
2024-02-01,2024,2,MAGSAYSAY PRIVATE ROAD,1
2024-02-01,2024,2,MIDDLE QUEZON HILL SUBDIVISION(QUEZON HILL MIDDLE),1
2024-02-01,2024,2,MINES VIEW PARK,1
2024-02-01,2024,2,OUTLOOK DRIVE,1
2024-02-01,2024,2,PADRE ZAMORA,1
2024-02-01,2024,2,PINGET,1
2024-02-01,2024,2,"QUIRINO HILL, WEST",1
2024-02-01,2024,2,"QUIRINO-MAGSAYSAY, UPPER (UPPER QM)",1
2024-02-01,2024,2,SAN VICENTE,1
2024-02-01,2024,2,VICTORIA VILLAGE,1
2024-03-01,2024,3,ASIN ROAD,4
2024-03-01,2024,3,BAKAKENG CENTRAL,4
2024-03-01,2024,3,IRISAN,4
2024-03-01,2024,3,MILITARY CUT-OFF,3
2024-03-01,2024,3,"QUIRINO HILL, EAST",3
2024-03-01,2024,3,SAN LUIS VILLAGE,3
2024-03-01,2024,3,SANTO TOMAS PROPER,2
2024-03-01,2024,3,BAKAKENG NORTH,1
2024-03-01,2024,3,BALSIGAN,1
2024-03-01,2024,3,BAYAN PARK WEST (BAYAN PARK),1
2024-03-01,2024,3,BROOKSPOINT,1
2024-03-01,2024,3,CAMP 8,1
2024-03-01,2024,3,CITY CAMP PROPER,1
2024-03-01,2024,3,DIZON SUBDIVISION,1
2024-03-01,2024,3,GIBRALTAR,1
2024-03-01,2024,3,GUISAD CENTRAL,1
2024-03-01,2024,3,HAPPY HOLLOW,1
2024-03-01,2024,3,HONEYMOON (HONEYMOON-HOLY GHOST),1
2024-03-01,2024,3,KIAS,1
2024-03-01,2024,3,"MARKET SUBDIVISION, UPPER",1
2024-03-01,2024,3,PACDAL,1
2024-03-01,2024,3,PADRE ZAMORA,1
2024-03-01,2024,3,PHIL-AM,1
2024-03-01,2024,3,PINSAO PROPER,1
2024-03-01,2024,3,"QUEZON HILL, UPPER",1
2024-03-01,2024,3,"QUIRINO HILL, MIDDLE",1
2024-03-01,2024,3,"ROCK QUARRY, MIDDLE",1
2024-03-01,2024,3,SAINT JOSEPH VILLAGE,1
2024-03-01,2024,3,SAN VICENTE,1
2024-03-01,2024,3,SANTO ROSARIO,1
2024-03-01,2024,3,VICTORIA VILLAGE,1
2024-04-01,2024,4,IRISAN,14
2024-04-01,2024,4,BAKAKENG CENTRAL,7
2024-04-01,2024,4,"QUIRINO HILL, MIDDLE",5
2024-04-01,2024,4,BAYAN PARK EAST,4
2024-04-01,2024,4,ASIN ROAD,3
2024-04-01,2024,4,GIBRALTAR,3
2024-04-01,2024,4,"QUIRINO HILL, EAST",3
2024-04-01,2024,4,BAKAKENG NORTH,2
2024-04-01,2024,4,BROOKSPOINT,2
2024-04-01,2024,4,KIAS,2
2024-04-01,2024,4,LUCNAB,2
2024-04-01,2024,4,MIDDLE QUEZON HILL SUBDIVISION(QUEZON HILL MIDDLE),2
2024-04-01,2024,4,PADRE BURGOS,2
2024-04-01,2024,4,"SANITARY CAMP, NORTH",2
2024-04-01,2024,4,SANTO TOMAS PROPER,2
