Date,Year,Month,Barangay,Barangay_cases
2024-09-01,2024,9,VICTORIA VILLAGE,13
2024-09-01,2024,9,CRESENCIA VILLAGE,12
2024-09-01,2024,9,"DAGSIAN, LOWER",12
2024-09-01,2024,9,DOMINICAN HILL-MIRADOR,12
2024-09-01,2024,9,SCOUT BARRIO,12
2024-09-01,2024,9,BROOKSIDE,11
2024-09-01,2024,9,CABINET HILL-TEACHER'S CAMP,11
2024-09-01,2024,9,CAMP 8,11
2024-09-01,2024,9,LIWANAG-LOAKAN,11
2024-09-01,2024,9,POLIWES,11
2024-09-01,2024,9,"QUEZON HILL, UPPER",11
2024-09-01,2024,9,SAN VICENTE,11
2024-09-01,2024,9,CITY CAMP PROPER,10
2024-09-01,2024,9,PINSAO PILOT PROJECT,10
2024-09-01,2024,9,DIZON SUBDIVISION,9
2024-09-01,2024,9,HOLY GHOST EXTENSION,9
2024-09-01,2024,9,IMELDA VILLAGE,9
2024-09-01,2024,9,MRR-QUEEN OF PEACE,9
2024-09-01,2024,9,APUGAN-LOAKAN,8
2024-09-01,2024,9,ATOK TRAIL,8
2024-09-01,2024,9,BAYAN PARK WEST,8
2024-09-01,2024,9,CITY CAMP CENTRAL,8
2024-09-01,2024,9,A. BONIFACIO-CAGUIOA-RIMANDO,7
2024-09-01,2024,9,BALSIGAN,7
2024-09-01,2024,9,CAMDAS SUBDIVISION,7
2024-09-01,2024,9,CAMP ALLEN,7
2024-09-01,2024,9,CAMPO FILIPINO,7
2024-09-01,2024,9,HAPPY HOLLOW,7
2024-09-01,2024,9,HAPPY HOMES,7
2024-09-01,2024,9,HILLSIDE,7
2024-09-01,2024,9,"QUIRINO HILL, EAST",7
2024-09-01,2024,9,"QUIRINO HILL, LOWER",7
2024-09-01,2024,9,"QUIRINO-MAGSAYSAY, UPPER",7
2024-09-01,2024,9,SANTO ROSARIO,7
2024-09-01,2024,9,ALFONSO TABORA,6
2024-09-01,2024,9,AMBIONG,6
2024-09-01,2024,9,ANDRES BONIFACIO,6
2024-09-01,2024,9,"AURORA HILL, SOUTH CENTRAL",6
2024-09-01,2024,9,BGH COMPOUND,6
2024-09-01,2024,9,ENGINEERS' HILL,6
2024-09-01,2024,9,"MARKET SUBDIVISION, UPPER",6
2024-09-01,2024,9,OUTLOOK DRIVE,6
2024-09-01,2024,9,"QUIRINO HILL, MIDDLE",6
2024-09-01,2024,9,"ROCK QUARRY, UPPER",6
2024-09-01,2024,9,"SANITARY CAMP, SOUTH",6
2024-09-01,2024,9,BROOKSPOINT,5
2024-09-01,2024,9,"GENERAL LUNA, UPPER",5
2024-09-01,2024,9,KAYANG EXTENSION,5
2024-09-01,2024,9,LOPEZ JAENA,5
2024-09-01,2024,9,LOURDES SUBDIVISION EXTENSION,5
2024-09-01,2024,9,LUALHATI,5
2024-09-01,2024,9,LUCNAB,5
2024-09-01,2024,9,MAGSAYSAY PRIVATE ROAD,5
2024-09-01,2024,9,PALMA-URBANO,5
2024-09-01,2024,9,QUEZON HILL PROPER,5
2024-09-01,2024,9,SALUD MITRA,5
2024-09-01,2024,9,SLAUGHTER HOUSE AREA,5
2024-09-01,2024,9,DPS AREA,4
2024-09-01,2024,9,FERDINAND,4
2024-09-01,2024,9,IMELDA R. MARCOS,4
2024-09-01,2024,9,MANUEL A. ROXAS,4
2024-09-01,2024,9,MILITARY CUT-OFF,4
2024-09-01,2024,9,"ROCK QUARRY, MIDDLE",4
2024-09-01,2024,9,SAN ROQUE VILLAGE,4
2024-09-01,2024,9,SANTA ESCOLASTICA,4
2024-09-01,2024,9,TEODORA ALONZO,4
2024-09-01,2024,9,BAYAN PARK VILLAGE,3
2024-09-01,2024,9,COUNTRY CLUB VILLAGE,3
2024-09-01,2024,9,GUISAD SORONG,3
2024-09-01,2024,9,"QUIRINO HILL, WEST",3
2024-09-01,2024,9,"ROCK QUARRY, LOWER",3
2024-09-01,2024,9,SAN ANTONIO VILLAGE,3
2024-09-01,2024,9,SLU-SVP HOUSING VILLAGE,3
2024-09-01,2024,9,ABANAO-ZANDUETA-KAYONG-CHUGUM-OTEK,2
2024-09-01,2024,9,BAYAN PARK EAST,2
2024-09-01,2024,9,FORT DEL PILAR,2
2024-09-01,2024,9,GENERAL EMILIO F. AGUINALDO,2
2024-09-01,2024,9,KABAYANIHAN,2
2024-09-01,2024,9,KAGITINGAN,2
2024-09-01,2024,9,"LOURDES SUBDIVISION, LOWER",2
2024-09-01,2024,9,"LOURDES SUBDIVISION, PROPER",2
2024-09-01,2024,9,"MAGSAYSAY, LOWER",2
2024-09-01,2024,9,"MODERN SITE, WEST",2
2024-09-01,2024,9,PHIL-AM,2
2024-09-01,2024,9,PUCSUSAN,2
2024-09-01,2024,9,SANTO TOMAS SCHOOL AREA,2
2024-09-01,2024,9,SESSION ROAD AREA,2
2024-09-01,2024,9,SOUTH DRIVE,2
2024-09-01,2024,9,"AURORA HILL, NORTH CENTRAL",1
2024-09-01,2024,9,"DAGSIAN, UPPER",1
2024-09-01,2024,9,GREENWATER VILLAGE,1
2024-09-01,2024,9,LEGARDA-BURNHAM-KISAD,1
2024-09-01,2024,9,"MAGSAYSAY, UPPER",1
2024-10-01,2024,10,IRISAN,65
2024-10-01,2024,10,BAKAKENG NORTH,29
2024-10-01,2024,10,SAN LUIS VILLAGE,26
2024-10-01,2024,10,BAKAKENG CENTRAL,25
2024-10-01,2024,10,CAMP 7,24
2024-10-01,2024,10,PACDAL,22
2024-10-01,2024,10,ASIN ROAD,18
2024-10-01,2024,10,LOAKAN PROPER,16
2024-10-01,2024,10,PINGET,15
2024-10-01,2024,10,PINSAO PROPER,15
2024-10-01,2024,10,DONTOGAN,11
2024-10-01,2024,10,FAIRVIEW VILLAGE,11
2024-10-01,2024,10,GUISAD CENTRAL,10
2024-10-01,2024,10,TRANCOVILLE,10
2024-10-01,2024,10,CRESENCIA VILLAGE,9
2024-10-01,2024,10,DIZON SUBDIVISION,9
2024-10-01,2024,10,PINSAO PILOT PROJECT,9
2024-10-01,2024,10,SAINT JOSEPH VILLAGE,9
2024-10-01,2024,10,SANTO TOMAS PROPER,9
2024-10-01,2024,10,KIAS,8
2024-10-01,2024,10,AURORA HILL PROPER,7
2024-10-01,2024,10,AMBIONG,6
2024-10-01,2024,10,GIBRALTAR,6
2024-10-01,2024,10,POLIWES,6
2024-10-01,2024,10,BAYAN PARK WEST,5
2024-10-01,2024,10,CABINET HILL-TEACHER'S CAMP,5
2024-10-01,2024,10,GABRIELA SILANG,5
2024-10-01,2024,10,HAPPY HOLLOW,5
2024-10-01,2024,10,"MAGSAYSAY, LOWER",5
2024-10-01,2024,10,PADRE ZAMORA,5
2024-10-01,2024,10,PALMA-URBANO,5
2024-10-01,2024,10,SALUD MITRA,5
2024-10-01,2024,10,SAN VICENTE,5
2024-10-01,2024,10,"SANITARY CAMP, NORTH",5
2024-10-01,2024,10,ANDRES BONIFACIO,4
2024-10-01,2024,10,BROOKSIDE,4
2024-10-01,2024,10,CAMDAS SUBDIVISION,4
2024-10-01,2024,10,CAMP ALLEN,4
2024-10-01,2024,10,"DAGSIAN, UPPER",4
2024-10-01,2024,10,DOMINICAN HILL-MIRADOR,4
2024-10-01,2024,10,ENGINEERS' HILL,4
2024-10-01,2024,10,GUISAD SORONG,4
2024-10-01,2024,10,HILLSIDE,4
2024-10-01,2024,10,HOLY GHOST EXTENSION,4
2024-10-01,2024,10,"MODERN SITE, EAST",4
2024-10-01,2024,10,"QUIRINO HILL, LOWER",4
2024-10-01,2024,10,SCOUT BARRIO,4
2024-10-01,2024,10,BALSIGAN,3
2024-10-01,2024,10,BGH COMPOUND,3
2024-10-01,2024,10,CAMP 8,3
2024-10-01,2024,10,DPS AREA,3
2024-10-01,2024,10,FORT DEL PILAR,3
2024-10-01,2024,10,HAPPY HOMES,3
2024-10-01,2024,10,HONEYMOON,3
2024-10-01,2024,10,IMELDA VILLAGE,3
2024-10-01,2024,10,LIWANAG-LOAKAN,3
2024-10-01,2024,10,LOURDES SUBDIVISION EXTENSION,3
2024-10-01,2024,10,"MARKET SUBDIVISION, UPPER",3
2024-10-01,2024,10,"MODERN SITE, WEST",3
2024-10-01,2024,10,NEW LUCBAN,3
2024-10-01,2024,10,"QUEZON HILL, UPPER",3
2024-10-01,2024,10,"QUIRINO HILL, EAST",3
2024-10-01,2024,10,"ROCK QUARRY, LOWER",3
2024-10-01,2024,10,SANTO ROSARIO,3
2024-10-01,2024,10,A. BONIFACIO-CAGUIOA-RIMANDO,2
2024-10-01,2024,10,ALFONSO TABORA,2
2024-10-01,2024,10,APUGAN-LOAKAN,2
2024-10-01,2024,10,CAMPO FILIPINO,2
2024-10-01,2024,10,COUNTRY CLUB VILLAGE,2
2024-10-01,2024,10,"DAGSIAN, LOWER",2
2024-10-01,2024,10,HOLY GHOST PROPER,2
2024-10-01,2024,10,KAYANG EXTENSION,2
2024-10-01,2024,10,LEGARDA-BURNHAM-KISAD,2
2024-10-01,2024,10,"LOURDES SUBDIVISION, PROPER",2
2024-10-01,2024,10,MIDDLE QUEZON HILL SUBDIVISION,2
2024-10-01,2024,10,MILITARY CUT-OFF,2
2024-10-01,2024,10,OUTLOOK DRIVE,2
2024-10-01,2024,10,PHIL-AM,2
2024-10-01,2024,10,"QUIRINO HILL, MIDDLE",2
2024-10-01,2024,10,"QUIRINO-MAGSAYSAY, UPPER",2
2024-10-01,2024,10,"ROCK QUARRY, UPPER",2
2024-10-01,2024,10,TEODORA ALONZO,2
2024-10-01,2024,10,ABANAO-ZANDUETA-KAYONG-CHUGUM-OTEK,1
2024-10-01,2024,10,ATOK TRAIL,1
2024-10-01,2024,10,"AURORA HILL, SOUTH CENTRAL",1
2024-10-01,2024,10,BAYAN PARK EAST,1
2024-10-01,2024,10,BAYAN PARK VILLAGE,1
2024-10-01,2024,10,CITY CAMP CENTRAL,1
2024-10-01,2024,10,CITY CAMP PROPER,1
2024-10-01,2024,10,GENERAL EMILIO F. AGUINALDO,1
2024-10-01,2024,10,"GENERAL LUNA, LOWER",1
2024-10-01,2024,10,IMELDA R. MARCOS,1
2024-10-01,2024,10,KAGITINGAN,1
2024-10-01,2024,10,LUALHATI,1
2024-10-01,2024,10,LUCNAB,1
2024-10-01,2024,10,MAGSAYSAY PRIVATE ROAD,1
2024-10-01,2024,10,"MAGSAYSAY, UPPER",1
2024-10-01,2024,10,MANUEL A. ROXAS,1
2024-10-01,2024,10,MINES VIEW PARK,1
2024-10-01,2024,10,MRR-QUEEN OF PEACE,1
2024-10-01,2024,10,PADRE BURGOS,1
2024-10-01,2024,10,PUCSUSAN,1
2024-10-01,2024,10,QUEZON HILL PROPER,1
2024-10-01,2024,10,RIZAL MONUMENT AREA,1
2024-10-01,2024,10,"ROCK QUARRY, MIDDLE",1
2024-10-01,2024,10,SANTA ESCOLASTICA,1
2024-10-01,2024,10,SLU-SVP HOUSING VILLAGE,1
2024-10-01,2024,10,SOUTH DRIVE,1
2024-11-01,2024,11,CAMP 7,20
2024-11-01,2024,11,IRISAN,18
2024-11-01,2024,11,SANTO TOMAS PROPER,9
2024-11-01,2024,11,LOAKAN PROPER,8
2024-11-01,2024,11,ASIN ROAD,7
2024-11-01,2024,11,BAKAKENG CENTRAL,7
2024-11-01,2024,11,A. BONIFACIO-CAGUIOA-RIMANDO,6
2024-11-01,2024,11,AURORA HILL PROPER,6
2024-11-01,2024,11,FAIRVIEW VILLAGE,6
2024-11-01,2024,11,SAN LUIS VILLAGE,6
2024-11-01,2024,11,AMBIONG,5
2024-11-01,2024,11,CAMPO FILIPINO,5
2024-11-01,2024,11,CRESENCIA VILLAGE,5
2024-11-01,2024,11,DONTOGAN,5
2024-11-01,2024,11,GIBRALTAR,5
2024-11-01,2024,11,MILITARY CUT-OFF,5
2024-11-01,2024,11,PINGET,5
2024-11-01,2024,11,BAKAKENG NORTH,4
2024-11-01,2024,11,BALSIGAN,4
2024-11-01,2024,11,GUISAD SORONG,4
2024-11-01,2024,11,HOLY GHOST EXTENSION,4
2024-11-01,2024,11,NEW LUCBAN,4
2024-11-01,2024,11,PACDAL,4
2024-11-01,2024,11,SAINT JOSEPH VILLAGE,4
2024-11-01,2024,11,SALUD MITRA,4
2024-11-01,2024,11,BGH COMPOUND,3
2024-11-01,2024,11,BROOKSPOINT,3
2024-11-01,2024,11,CAMP 8,3
2024-11-01,2024,11,GUISAD CENTRAL,3
2024-11-01,2024,11,KIAS,3
2024-11-01,2024,11,PADRE BURGOS,3
2024-11-01,2024,11,"QUEZON HILL, UPPER",3
2024-11-01,2024,11,"QUIRINO HILL, LOWER",3
2024-11-01,2024,11,"ROCK QUARRY, MIDDLE",3
2024-11-01,2024,11,SANTA ESCOLASTICA,3
2024-11-01,2024,11,SCOUT BARRIO,3
2024-11-01,2024,11,TRANCOVILLE,3
2024-11-01,2024,11,APUGAN-LOAKAN,2
2024-11-01,2024,11,CAMP ALLEN,2
2024-11-01,2024,11,FERDINAND,2
2024-11-01,2024,11,FORT DEL PILAR,2
2024-11-01,2024,11,GABRIELA SILANG,2
2024-11-01,2024,11,HONEYMOON,2
2024-11-01,2024,11,IMELDA VILLAGE,2
2024-11-01,2024,11,KAYANG EXTENSION,2
2024-11-01,2024,11,LOPEZ JAENA,2
2024-11-01,2024,11,PADRE ZAMORA,2
2024-11-01,2024,11,PINSAO PROPER,2
2024-11-01,2024,11,QUEZON HILL PROPER,2
2024-11-01,2024,11,"ROCK QUARRY, LOWER",2
2024-11-01,2024,11,"ROCK QUARRY, UPPER",2
2024-11-01,2024,11,"SANITARY CAMP, NORTH",2
2024-11-01,2024,11,ALFONSO TABORA,1
2024-11-01,2024,11,ATOK TRAIL,1
2024-11-01,2024,11,BAYAN PARK VILLAGE,1
2024-11-01,2024,11,CABINET HILL-TEACHER'S CAMP,1
2024-11-01,2024,11,CITY CAMP CENTRAL,1
2024-11-01,2024,11,CITY CAMP PROPER,1
2024-11-01,2024,11,COUNTRY CLUB VILLAGE,1
2024-11-01,2024,11,"DAGSIAN, LOWER",1
2024-11-01,2024,11,DIZON SUBDIVISION,1
2024-11-01,2024,11,DOMINICAN HILL-MIRADOR,1
2024-11-01,2024,11,HAPPY HOLLOW,1
2024-11-01,2024,11,HAPPY HOMES,1
2024-11-01,2024,11,HOLY GHOST PROPER,1
2024-11-01,2024,11,KAYANG-HILLTOP,1
2024-11-01,2024,11,LEGARDA-BURNHAM-KISAD,1
2024-11-01,2024,11,LIWANAG-LOAKAN,1
2024-11-01,2024,11,MAGSAYSAY PRIVATE ROAD,1
2024-11-01,2024,11,"MAGSAYSAY, LOWER",1
2024-11-01,2024,11,"MARKET SUBDIVISION, UPPER",1
2024-11-01,2024,11,MIDDLE QUEZON HILL SUBDIVISION,1
2024-11-01,2024,11,MRR-QUEEN OF PEACE,1
2024-11-01,2024,11,OUTLOOK DRIVE,1
2024-11-01,2024,11,PALMA-URBANO,1
2024-11-01,2024,11,PHIL-AM,1
2024-11-01,2024,11,POLIWES,1
2024-11-01,2024,11,PUCSUSAN,1
2024-11-01,2024,11,"QUIRINO HILL, EAST",1
2024-11-01,2024,11,"QUIRINO HILL, WEST",1
2024-11-01,2024,11,"QUIRINO-MAGSAYSAY, UPPER",1
2024-11-01,2024,11,SAN ANTONIO VILLAGE,1
2024-11-01,2024,11,SAN VICENTE,1
2024-11-01,2024,11,SANTO ROSARIO,1
2024-11-01,2024,11,SLU-SVP HOUSING VILLAGE,1
2024-11-01,2024,11,TEODORA ALONZO,1
2024-12-01,2024,12,IRISAN,13
2024-12-01,2024,12,ASIN ROAD,7
2024-12-01,2024,12,BAKAKENG CENTRAL,7
2024-12-01,2024,12,LOAKAN PROPER,7
2024-12-01,2024,12,BAKAKENG NORTH,5
2024-12-01,2024,12,BGH COMPOUND,4
2024-12-01,2024,12,CAMP 7,4
2024-12-01,2024,12,PACDAL,4
2024-12-01,2024,12,PINSAO PILOT PROJECT,4
2024-12-01,2024,12,DONTOGAN,3
2024-12-01,2024,12,HAPPY HOLLOW,3
2024-12-01,2024,12,PINSAO PROPER,3
2024-12-01,2024,12,AMBIONG,2
2024-12-01,2024,12,ANDRES BONIFACIO,2
2024-12-01,2024,12,"AURORA HILL, NORTH CENTRAL",2
2024-12-01,2024,12,BALSIGAN,2
2024-12-01,2024,12,CITY CAMP CENTRAL,2
2024-12-01,2024,12,"DAGSIAN, UPPER",2
2024-12-01,2024,12,ENGINEERS' HILL,2
2024-12-01,2024,12,FAIRVIEW VILLAGE,2
2024-12-01,2024,12,GUISAD CENTRAL,2
2024-12-01,2024,12,GUISAD SORONG,2
2024-12-01,2024,12,LIWANAG-LOAKAN,2
2024-12-01,2024,12,LUALHATI,2
2024-12-01,2024,12,LUCNAB,2
2024-12-01,2024,12,MINES VIEW PARK,2
2024-12-01,2024,12,MRR-QUEEN OF PEACE,2
2024-12-01,2024,12,PINGET,2
2024-12-01,2024,12,QUEZON HILL PROPER,2
2024-12-01,2024,12,"QUIRINO-MAGSAYSAY, UPPER",2
2024-12-01,2024,12,"ROCK QUARRY, LOWER",2
2024-12-01,2024,12,"ROCK QUARRY, MIDDLE",2
2024-12-01,2024,12,SAN LUIS VILLAGE,2
2024-12-01,2024,12,SANTO TOMAS PROPER,2
2024-12-01,2024,12,SANTO TOMAS SCHOOL AREA,2
2024-12-01,2024,12,TRANCOVILLE,2
2024-12-01,2024,12,APUGAN-LOAKAN,1
2024-12-01,2024,12,AURORA HILL PROPER (MALVAR-SGT. FLORESCA),1
2024-12-01,2024,12,CAMP 8,1
2024-12-01,2024,12,CAMP ALLEN,1
2024-12-01,2024,12,CITY CAMP PROPER,1
2024-12-01,2024,12,CRESENCIA VILLAGE,1
2024-12-01,2024,12,"DAGSIAN, LOWER",1
2024-12-01,2024,12,DOMINICAN HILL-MIRADOR,1
2024-12-01,2024,12,GIBRALTAR,1
2024-12-01,2024,12,HILLSIDE,1
2024-12-01,2024,12,KAYANG EXTENSION,1
2024-12-01,2024,12,LOURDES SUBDIVISION EXTENSION,1
2024-12-01,2024,12,"LOURDES SUBDIVISION, PROPER",1
2024-12-01,2024,12,"MAGSAYSAY, LOWER",1
2024-12-01,2024,12,MILITARY CUT-OFF,1
2024-12-01,2024,12,PADRE BURGOS,1
2024-12-01,2024,12,PADRE ZAMORA,1
2024-12-01,2024,12,POLIWES,1
2024-12-01,2024,12,PUCSUSAN,1
2024-12-01,2024,12,"QUIRINO HILL, EAST",1
2024-12-01,2024,12,"QUIRINO HILL, MIDDLE",1
2024-12-01,2024,12,SALUD MITRA,1
2024-12-01,2024,12,SAN VICENTE,1
2024-12-01,2024,12,"SANITARY CAMP, NORTH",1
2024-12-01,2024,12,"SANITARY CAMP, SOUTH",1
2024-12-01,2024,12,TEODORA ALONZO,1
2025-01-01,2025,1,IRISAN,9
2025-01-01,2025,1,BAKAKENG CENTRAL,7
2025-01-01,2025,1,BAKAKENG NORTH,6
2025-01-01,2025,1,PINSAO PROPER,5
2025-01-01,2025,1,DOMINICAN HILL-MIRADOR,4
2025-01-01,2025,1,LOAKAN PROPER,4
2025-01-01,2025,1,PINSAO PILOT PROJECT,4
2025-01-01,2025,1,ASIN ROAD,3
2025-01-01,2025,1,BAYAN PARK WEST,3
2025-01-01,2025,1,CAMP 7,3
2025-01-01,2025,1,KIAS,3
2025-01-01,2025,1,OUTLOOK DRIVE,3
2025-01-01,2025,1,"QUIRINO HILL, EAST",3
2025-01-01,2025,1,SAN LUIS VILLAGE,3
2025-01-01,2025,1,SAN VICENTE,3
2025-01-01,2025,1,CAMP ALLEN,2
2025-01-01,2025,1,DONTOGAN,2
2025-01-01,2025,1,FAIRVIEW VILLAGE,2
2025-01-01,2025,1,"GENERAL LUNA, UPPER",2
2025-01-01,2025,1,GUISAD CENTRAL,2
2025-01-01,2025,1,HAPPY HOMES,2
2025-01-01,2025,1,LIWANAG-LOAKAN,2
2025-01-01,2025,1,LUCNAB,2
2025-01-01,2025,1,MRR-QUEEN OF PEACE,2
2025-01-01,2025,1,PACDAL,2
2025-01-01,2025,1,PALMA-URBANO,2
2025-01-01,2025,1,PINGET,2
2025-01-01,2025,1,"QUIRINO HILL, LOWER",2
2025-01-01,2025,1,"ROCK QUARRY, MIDDLE",2
2025-01-01,2025,1,SALUD MITRA,2
2025-01-01,2025,1,"SANITARY CAMP, SOUTH",2
2025-01-01,2025,1,SANTO TOMAS PROPER,2
2025-01-01,2025,1,VICTORIA VILLAGE,2
2025-01-01,2025,1,ALFONSO TABORA,1
2025-01-01,2025,1,APUGAN-LOAKAN,1
2025-01-01,2025,1,BAYAN PARK EAST,1
2025-01-01,2025,1,CAMDAS SUBDIVISION,1
2025-01-01,2025,1,DPS AREA,1
2025-01-01,2025,1,FERDINAND,1
2025-01-01,2025,1,GIBRALTAR,1
2025-01-01,2025,1,HOLY GHOST EXTENSION,1
2025-01-01,2025,1,HOLY GHOST PROPER,1
2025-01-01,2025,1,HONEYMOON,1
2025-01-01,2025,1,IMELDA R. MARCOS,1
2025-01-01,2025,1,LOPEZ JAENA,1
2025-01-01,2025,1,LOURDES SUBDIVISION EXTENSION,1
2025-01-01,2025,1,"LOURDES SUBDIVISION, PROPER",1
2025-01-01,2025,1,MAGSAYSAY PRIVATE ROAD,1
2025-01-01,2025,1,MIDDLE QUEZON HILL SUBDIVISION,1
2025-01-01,2025,1,"MODERN SITE, EAST",1
2025-01-01,2025,1,NEW LUCBAN,1
2025-01-01,2025,1,POLIWES,1
2025-01-01,2025,1,QUEZON HILL PROPER,1
2025-01-01,2025,1,"QUIRINO-MAGSAYSAY, UPPER",1
2025-01-01,2025,1,"ROCK QUARRY, UPPER",1
2025-01-01,2025,1,SAINT JOSEPH VILLAGE,1
2025-01-01,2025,1,SAN ANTONIO VILLAGE,1
2025-01-01,2025,1,"SANITARY CAMP, NORTH",1
2025-01-01,2025,1,SANTA ESCOLASTICA,1
2025-01-01,2025,1,SANTO ROSARIO,1
2025-01-01,2025,1,SESSION ROAD AREA,1
2025-01-01,2025,1,TRANCOVILLE,1
2025-02-01,2025,2,IRISAN,7
2025-02-01,2025,2,CAMP 7,5
2025-02-01,2025,2,LOAKAN PROPER,5
2025-02-01,2025,2,PINSAO PROPER,5
2025-02-01,2025,2,BAKAKENG CENTRAL,4
2025-02-01,2025,2,ASIN ROAD,3
2025-02-01,2025,2,HOLY GHOST EXTENSION,3
2025-02-01,2025,2,KIAS,3
2025-02-01,2025,2,SANTO TOMAS PROPER,3
2025-02-01,2025,2,A. BONIFACIO-CAGUIOA-RIMANDO,2
2025-02-01,2025,2,BAKAKENG NORTH,2
2025-02-01,2025,2,DIZON SUBDIVISION,2
2025-02-01,2025,2,DOMINICAN HILL-MIRADOR,2
2025-02-01,2025,2,DONTOGAN,2
2025-02-01,2025,2,FERDINAND,2
2025-02-01,2025,2,FORT DEL PILAR,2
2025-02-01,2025,2,"GENERAL LUNA, UPPER",2
2025-02-01,2025,2,MILITARY CUT-OFF,2
2025-02-01,2025,2,PACDAL,2
2025-02-01,2025,2,QUEZON HILL PROPER,2
2025-02-01,2025,2,SAN VICENTE,2
2025-02-01,2025,2,"SANITARY CAMP, NORTH",2
2025-02-01,2025,2,TRANCOVILLE,2
2025-02-01,2025,2,AMBIONG,1
2025-02-01,2025,2,ANDRES BONIFACIO,1
2025-02-01,2025,2,AURORA HILL PROPER,1
2025-02-01,2025,2,BAL-MARCOVILLE,1
2025-02-01,2025,2,BALSIGAN,1
2025-02-01,2025,2,BGH COMPOUND,1
2025-02-01,2025,2,BROOKSPOINT,1
2025-02-01,2025,2,CAMP ALLEN,1
2025-02-01,2025,2,CAMPO FILIPINO,1
2025-02-01,2025,2,CITY CAMP CENTRAL,1
2025-02-01,2025,2,DPS AREA,1
2025-02-01,2025,2,FAIRVIEW VILLAGE,1
2025-02-01,2025,2,GUISAD CENTRAL,1
2025-02-01,2025,2,GUISAD SORONG,1
2025-02-01,2025,2,HAPPY HOMES,1
2025-02-01,2025,2,HOLY GHOST PROPER,1
2025-02-01,2025,2,HONEYMOON,1
2025-02-01,2025,2,IMELDA VILLAGE,1
2025-02-01,2025,2,KAYANG EXTENSION,1
2025-02-01,2025,2,KAYANG-HILLTOP,1
2025-02-01,2025,2,LOPEZ JAENA,1
2025-02-01,2025,2,LOURDES SUBDIVISION EXTENSION,1
2025-02-01,2025,2,"MAGSAYSAY, LOWER",1
2025-02-01,2025,2,MANUEL A. ROXAS,1
2025-02-01,2025,2,"MODERN SITE, EAST",1
2025-02-01,2025,2,OUTLOOK DRIVE,1
2025-02-01,2025,2,PADRE BURGOS,1
2025-02-01,2025,2,PADRE ZAMORA,1
2025-02-01,2025,2,PINGET,1
2025-02-01,2025,2,PINSAO PILOT PROJECT,1
2025-02-01,2025,2,"QUIRINO HILL, WEST",1
2025-02-01,2025,2,"QUIRINO-MAGSAYSAY, UPPER",1
2025-02-01,2025,2,SAN ANTONIO VILLAGE,1
2025-02-01,2025,2,SAN LUIS VILLAGE,1
2025-02-01,2025,2,SAN ROQUE VILLAGE,1
2025-02-01,2025,2,SLAUGHTER HOUSE AREA,1
2025-03-01,2025,3,PACDAL,7
2025-03-01,2025,3,IRISAN,6
2025-03-01,2025,3,DOMINICAN HILL-MIRADOR,3
2025-03-01,2025,3,LOAKAN PROPER,3
2025-03-01,2025,3,CABINET HILL-TEACHER'S CAMP,2
2025-03-01,2025,3,FAIRVIEW VILLAGE,2
2025-03-01,2025,3,GIBRALTAR,2
2025-03-01,2025,3,HOLY GHOST EXTENSION,2
2025-03-01,2025,3,KAYANG-HILLTOP,2
2025-03-01,2025,3,LIWANAG-LOAKAN,2
2025-03-01,2025,3,LUALHATI,2
2025-03-01,2025,3,MAGSAYSAY PRIVATE ROAD,2
2025-03-01,2025,3,PADRE BURGOS,2
2025-03-01,2025,3,PINGET,2
2025-03-01,2025,3,SAN VICENTE,2
2025-03-01,2025,3,SANTA ESCOLASTICA,2
2025-03-01,2025,3,A. BONIFACIO-CAGUIOA-RIMANDO,1
2025-03-01,2025,3,ASIN ROAD,1
2025-03-01,2025,3,BAKAKENG NORTH,1
2025-03-01,2025,3,BALSIGAN,1
2025-03-01,2025,3,BAYAN PARK WEST,1
2025-03-01,2025,3,BGH COMPOUND,1
2025-03-01,2025,3,CAMP 7,1
2025-03-01,2025,3,COUNTRY CLUB VILLAGE,1
2025-03-01,2025,3,"DAGSIAN, LOWER",1
2025-03-01,2025,3,DONTOGAN,1
2025-03-01,2025,3,GUISAD CENTRAL,1
2025-03-01,2025,3,HAPPY HOLLOW,1
2025-03-01,2025,3,HOLY GHOST PROPER,1
2025-03-01,2025,3,IMELDA VILLAGE,1
2025-03-01,2025,3,KABAYANIHAN,1
2025-03-01,2025,3,LOPEZ JAENA,1
2025-03-01,2025,3,NEW LUCBAN,1
2025-03-01,2025,3,OUTLOOK DRIVE,1
2025-03-01,2025,3,PADRE ZAMORA,1
2025-03-01,2025,3,PHIL-AM,1
2025-03-01,2025,3,PINSAO PILOT PROJECT,1
2025-03-01,2025,3,PINSAO PROPER,1
2025-03-01,2025,3,"QUIRINO HILL, MIDDLE",1
2025-03-01,2025,3,RIZAL MONUMENT AREA,1
2025-03-01,2025,3,SAINT JOSEPH VILLAGE,1
2025-03-01,2025,3,SAN LUIS VILLAGE,1
2025-03-01,2025,3,SLAUGHTER HOUSE AREA,1
2025-03-01,2025,3,VICTORIA VILLAGE,1
2025-04-01,2025,4,FAIRVIEW VILLAGE,3
2025-04-01,2025,4,IRISAN,3
2025-04-01,2025,4,PINGET,3
2025-04-01,2025,4,"QUEZON HILL, UPPER",3
2025-04-01,2025,4,APUGAN-LOAKAN,2
2025-04-01,2025,4,CAMP 7,2
2025-04-01,2025,4,CAMP 8,2
2025-04-01,2025,4,LOAKAN PROPER,2
